   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
       35    0.000    0.000    0.000    0.000 platform.py:812(uname)
       18    0.000    0.000    0.000    0.000 platform.py:901(system)
       17    0.000    0.000    0.000    0.000 platform.py:938(machine)
        2    0.000    0.000    0.000    0.000 platform.py:989(_sys_version)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:139(PoolManager)
       42    0.000    0.000    0.001    0.000 poolmanager.py:170(__init__)
       21    0.000    0.000    0.028    0.001 poolmanager.py:173(<lambda>)
       21    0.000    0.000    0.005    0.000 poolmanager.py:188(_new_pool)
       42    0.000    0.000    0.029    0.001 poolmanager.py:215(clear)
       22    0.000    0.000    0.007    0.000 poolmanager.py:224(connection_from_host)
       22    0.000    0.000    0.006    0.000 poolmanager.py:247(connection_from_context)
       22    0.000    0.000    0.005    0.000 poolmanager.py:262(connection_from_pool_key)
       22    0.000    0.000    0.013    0.001 poolmanager.py:286(connection_from_url)
       22    0.000    0.000    0.000    0.000 poolmanager.py:302(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 poolmanager.py:420(ProxyManager)
       22    0.001    0.000    0.001    0.000 poolmanager.py:78(_default_key_normalizer)
      510    0.003    0.000    0.005    0.000 posixpath.py:150(dirname)
       76    0.001    0.000    0.001    0.000 posixpath.py:228(expanduser)
       16    0.000    0.000    0.000    0.000 posixpath.py:337(normpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        2    0.000    0.000    0.000    0.000 posixpath.py:391(realpath)
      3/2    0.000    0.000    0.000    0.000 posixpath.py:400(_joinrealpath)
     1103    0.001    0.000    0.001    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       11    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
      535    0.002    0.000    0.003    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:500(PrettyDict)
        1    0.000    0.000    0.000    0.000 process.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.001    0.001 properties.py:1(<module>)
       23    0.000    0.000    0.001    0.000 properties.py:103(_pyEnumMember)
        7    0.000    0.000    0.000    0.000 properties.py:119(_set)
        7    0.000    0.000    0.000    0.000 properties.py:120(<listcomp>)
       16    0.000    0.000    0.001    0.000 properties.py:128(_enum)
       22    0.000    0.000    0.000    0.000 properties.py:131(_number)
       11    0.000    0.000    0.000    0.000 properties.py:139(_bool)
       37    0.000    0.000    0.000    0.000 properties.py:145(_string)
        1    0.000    0.000    0.000    0.000 properties.py:180(_rect)
       12    0.000    0.000    0.000    0.000 properties.py:186(_size)
        7    0.000    0.000    0.000    0.000 properties.py:318(_sizepolicy)
        7    0.000    0.000    0.000    0.000 properties.py:319(<listcomp>)
        1    0.000    0.000    0.000    0.000 properties.py:364(_cursorShape)
      111    0.000    0.000    0.002    0.000 properties.py:367(convert)
      216    0.000    0.000    0.001    0.000 properties.py:381(_getChild)
      188    0.000    0.000    0.001    0.000 properties.py:388(getProperty)
       28    0.000    0.000    0.000    0.000 properties.py:391(getAttribute)
       57    0.001    0.000    0.012    0.000 properties.py:394(setProperties)
        1    0.000    0.000    0.000    0.000 properties.py:428(_delayed_property)
        2    0.000    0.000    0.000    0.000 properties.py:438(_setViaSetProperty)
       13    0.000    0.000    0.000    0.000 properties.py:451(_ignore)
        2    0.000    0.000    0.000    0.000 properties.py:487(geometry)
        4    0.000    0.000    0.000    0.000 properties.py:494(orientation)
        4    0.000    0.000    0.000    0.000 properties.py:509(pyuicMargins)
        1    0.000    0.000    0.000    0.000 properties.py:513(pyuicSpacing)
       19    0.000    0.000    0.000    0.000 properties.py:63(int_list)
       19    0.000    0.000    0.000    0.000 properties.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 properties.py:74(needsWidget)
        1    0.000    0.000    0.000    0.000 properties.py:79(Properties)
        1    0.000    0.000    0.000    0.000 properties.py:80(__init__)
        1    0.000    0.000    0.000    0.000 properties.py:92(set_base_dir)
        3    0.000    0.000    0.000    0.000 properties.py:98(reset)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
       22    0.000    0.000    0.000    0.000 proxy.py:4(connection_requires_http_tunnel)
        1    0.000    0.000    0.000    0.000 proxy_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy_base.py:26(ProxyBase)
        1    0.000    0.000    0.000    0.000 proxy_metaclass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy_metaclass.py:44(ProxyMetaclass)
       99    0.000    0.000    0.000    0.000 proxy_metaclass.py:47(__init__)
      390    0.000    0.000    0.000    0.000 proxy_metaclass.py:77(__getattribute__)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py.py:10(__init__)
     2232    0.000    0.000    0.000    0.000 py.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 py.py:9(Trie)
        1    0.000    0.000    0.006    0.006 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 pyarrow.py:1(<module>)
        2    0.000    0.000    0.001    0.001 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1830(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:1942(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2234(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2263(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2547(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2574(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2578(Fixed)
        1    0.000    0.000    0.000    0.000 pytables.py:262(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2750(GenericFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2754(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3105(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3138(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:319(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:3232(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3237(Table)
        1    0.000    0.000    0.000    0.000 pytables.py:327(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:37(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:371(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:377(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:396(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:4228(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4258(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4485(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4584(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4632(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4649(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4715(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:479(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:506(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:5175(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:53(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:612(TermValue)
        1    0.000    0.000    0.000    0.000 pytables.py:86(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:95(BinOp)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1166(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 python_parser.py:1284(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 python_parser.py:62(PythonParser)
        2    0.000    0.000    0.000    0.000 qobjectcreator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:106(_CustomWidgetLoader)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:123(LoaderCreatorPolicy)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:124(__init__)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:127(createQtGuiWidgetsWrappers)
        7    0.000    0.000    0.000    0.000 qobjectcreator.py:130(createModuleWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:133(createCustomWidgetLoader)
       71    0.041    0.001    0.041    0.001 qobjectcreator.py:136(instantiate)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:149(CompilerCreatorPolicy)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:46(_QtWrapper)
      164    0.000    0.000    0.000    0.000 qobjectcreator.py:47(search)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:52(_QtGuiWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:56(_QtWidgetsWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:57(_QtWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:60(_ModuleWrapper)
        7    0.000    0.000    0.000    0.000 qobjectcreator.py:61(__init__)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:66(_QtGuiWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:70(_QtWidgetsWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:74(_ModuleWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:78(_CustomWidgetLoader)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:79(__init__)
        1    0.000    0.000    0.002    0.002 qtproxies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qtproxies.py:108(ProxyClassMember)
        1    0.000    0.000    0.000    0.000 qtproxies.py:164(ProxySignalWithArguments)
        1    0.000    0.000    0.000    0.000 qtproxies.py:183(ProxyClass)
        1    0.000    0.000    0.000    0.000 qtproxies.py:215(LiteralProxyClass)
        1    0.000    0.000    0.000    0.000 qtproxies.py:231(ProxyNamespace)
        1    0.000    0.000    0.000    0.000 qtproxies.py:248(QtCore)
        1    0.000    0.000    0.000    0.000 qtproxies.py:249(Qt)
        1    0.000    0.000    0.000    0.000 qtproxies.py:255(QMetaObject)
        1    0.000    0.000    0.000    0.000 qtproxies.py:260(QObject)
        1    0.000    0.000    0.000    0.000 qtproxies.py:273(QtGui)
        1    0.000    0.000    0.000    0.000 qtproxies.py:274(QIcon)
        1    0.000    0.000    0.000    0.000 qtproxies.py:275(fromTheme)
        1    0.000    0.000    0.000    0.000 qtproxies.py:277(QConicalGradient)
        1    0.000    0.000    0.000    0.000 qtproxies.py:278(QLinearGradient)
        1    0.000    0.000    0.000    0.000 qtproxies.py:279(QRadialGradient)
        1    0.000    0.000    0.000    0.000 qtproxies.py:280(QBrush)
        1    0.000    0.000    0.000    0.000 qtproxies.py:281(QPainter)
        1    0.000    0.000    0.000    0.000 qtproxies.py:282(QPalette)
        1    0.000    0.000    0.000    0.000 qtproxies.py:283(QFont)
        1    0.000    0.000    0.000    0.000 qtproxies.py:284(QFontDatabase)
        1    0.000    0.000    0.001    0.001 qtproxies.py:292(QtWidgets)
        1    0.000    0.000    0.000    0.000 qtproxies.py:293(QApplication)
        1    0.000    0.000    0.000    0.000 qtproxies.py:298(QSpacerItem)
        1    0.000    0.000    0.000    0.000 qtproxies.py:299(QSizePolicy)
        1    0.000    0.000    0.000    0.000 qtproxies.py:303(QAction)
        1    0.000    0.000    0.000    0.000 qtproxies.py:304(QActionGroup)
        1    0.000    0.000    0.000    0.000 qtproxies.py:305(QButtonGroup)
        1    0.000    0.000    0.000    0.000 qtproxies.py:306(QLayout)
        1    0.000    0.000    0.000    0.000 qtproxies.py:307(QGridLayout)
        1    0.000    0.000    0.000    0.000 qtproxies.py:308(QBoxLayout)
        1    0.000    0.000    0.000    0.000 qtproxies.py:309(QHBoxLayout)
        1    0.000    0.000    0.000    0.000 qtproxies.py:310(QVBoxLayout)
        1    0.000    0.000    0.000    0.000 qtproxies.py:311(QFormLayout)
        1    0.000    0.000    0.000    0.000 qtproxies.py:313(QWidget)
        1    0.000    0.000    0.000    0.000 qtproxies.py:325(QDialog)
        1    0.000    0.000    0.000    0.000 qtproxies.py:326(QColorDialog)
        1    0.000    0.000    0.000    0.000 qtproxies.py:327(QFileDialog)
        1    0.000    0.000    0.000    0.000 qtproxies.py:328(QFontDialog)
        1    0.000    0.000    0.000    0.000 qtproxies.py:329(QInputDialog)
        1    0.000    0.000    0.000    0.000 qtproxies.py:330(QMessageBox)
        1    0.000    0.000    0.000    0.000 qtproxies.py:331(QWizard)
